0.5	-43453095.473189458	-43453095.473189466
0.59999999999999942	-17660719.630917311	-17660719.630917311
0.70000000000000073	-7710991.2274464071	-7710991.2274464071
0.80000000000000049	-3338782.3049269789	-3338782.304926978
0.90000000000000013	-1182358.7857300797	-1182358.7857300797
1	0	0
1.0999999999999996	716852.16679656436	716852.16679656412
1.1999999999999995	1195313.52049352	1195313.5204935202
1.3000000000000007	1544431.3696762123	1544431.3696762121
1.4000000000000004	1819859.7365847272	1819859.7365847272
1.5	2051516.9019852637	2051516.9019852632
1.6000000000000001	2256220.3310638429	2256220.3310638429
1.7000000000000004	2443796.5124137178	2443796.5124137173
1.7999999999999998	2620184.9251873894	2620184.9251873884
1.899999999999999	2789084.4792680535	2789084.4792680535
2.0000000000000004	2952860.6848326488	2952860.6848326488
2.1000000000000005	3113062.6442595329	3113062.6442595329
2.2000000000000006	3270726.6958308946	3270726.6958308942
2.2999999999999994	3426559.6447304082	3426559.6447304082
2.4000000000000008	3581052.0679263491	3581052.0679263482
2.5000000000000004	3734549.9501910028	3734549.9501910019
2.6000000000000001	3887300.9004253391	3887300.9004253396
2.6999999999999997	4039484.5252816454	4039484.5252816454
2.8000000000000003	4191232.7331706295	4191232.7331706295
2.9000000000000008	4342643.5214013439	4342643.5214013429
3.0000000000000009	4493790.474838797	4493790.474838797
3.1000000000000001	4644729.3985974295	4644729.3985974286
3.200000000000002	4795503.0077853259	4795503.0077853249
3.3000000000000016	4946144.2823548792	4946144.2823548783
3.4000000000000017	5096678.8933293195	5096678.8933293205
3.4999999999999991	5247126.9754579496	5247126.9754579514
3.5999999999999996	5397504.4348323736	5397504.4348323708
3.6999999999999988	5547823.9221981335	5547823.9221981326
3.8000000000000003	5698095.5636110278	5698095.5636110296
3.9000000000000026	5848327.51335051	5848327.5133505091
3.9999999999999982	5998526.3755130051	5998526.3755130032
4.1000000000000014	6148697.5277906703	6148697.5277906694
4.1999999999999984	6298845.3718282171	6298845.3718282171
4.299999999999998	6448973.5280632563	6448973.5280632572
4.3999999999999977	6599084.9882952329	6599084.9882952338
4.5000000000000036	6749182.2358560357	6749182.2358560376
4.5999999999999979	6899267.3407908166	6899267.3407908147
4.700000000000002	7049342.0356485136	7049342.0356485136
4.799999999999998	7199407.7761396831	7199407.7761396831
4.9000000000000012	7349465.7899199231	7349465.7899199193
5.0000000000000018	7499517.1160062514	7499517.1160062514
5.099999999999997	7649562.6367676193	7649562.6367676193
5.2000000000000002	7799603.1039995747	7799603.1039995747
5.2999999999999998	7949639.1602646029	7949639.1602646047
5.3999999999999959	8099671.3564267419	8099671.3564267438
5.5000000000000027	8249700.1661137678	8249700.1661137678
5.599999999999997	8399725.9976890758	8399725.9976890758
5.7000000000000028	8549749.2041970007	8549749.2041969988
5.7999999999999954	8699770.0916514602	8699770.0916514602
5.9000000000000012	8849788.9259687439	8849788.9259687439
6	8999805.9387825485	8999805.9387825504
6.0999999999999979	9149821.3323365208	9149821.3323365226
6.2000000000000028	9299835.2836141009	9299835.2836141046
6.2999999999999954	9449847.9478326775	9449847.9478326775
6.4000000000000012	9599859.4614094496	9599859.4614094496
6.5	9749869.9444845561	9749869.944484558
6.5999999999999979	9899879.5030741841	9899879.5030741803
6.7000000000000055	10049888.230910823	10049888.230910823
6.7999999999999989	10199896.211021723	10199896.211021725
6.9000000000000039	10349903.517085042	10349903.51708504
6.9999999999999956	10499910.214597413	10499910.214597415
7.0999999999999934	10649916.361882178	10649916.361882178
7.1999999999999922	10799922.010961063	10799922.010961063
7.3000000000000007	10949927.208310021	10949927.208310021
7.4000000000000057	11099931.995515458	11099931.995515458
7.5000000000000062	11249936.409845443	11249936.409845445
7.5999999999999908	11399940.484747712	11399940.484747712
7.7000000000000011	11549944.250284629	11549944.250284629
7.7999999999999927	11699947.733513761	11699947.733513759
7.8999999999999915	11849950.958821667	11849950.958821669
7.9999999999999956	11999953.948216837	11999953.948216837
8.1000000000000014	12149956.721587438	12149956.721587438
8.2000000000000099	12299959.296928382	12299959.29692838
8.3000000000000078	12449961.690541651	12449961.690541653
8.4000000000000075	12599963.917213472	12599963.91721347
8.5000000000000089	12749965.990370948	12749965.990370948
8.5999999999999961	12899967.922221027	12899967.922221025
8.699999999999994	13049969.723873897	13049969.723873897
8.7999999999999936	13199971.405452507	13199971.405452503
8.9000000000000075	13349972.976190249	13349972.976190247
9.0000000000000107	13499974.44451786	13499974.444517862
9.0999999999999908	13649975.818141125	13649975.818141125
9.2000000000000099	13799977.104110366	13799977.104110366
9.3000000000000149	13949978.308882223	13949978.308882222
9.3999999999999897	14099979.438375557	14099979.438375559
9.5	14249980.498021305	14249980.498021305
9.6000000000000103	14399981.492807092	14399981.492807094
9.7000000000000046	14549982.42731767	14549982.42731767
9.7999999999999901	14699983.305771114	14699983.305771114
9.8999999999999932	14849984.132051568	14849984.132051568
9.9999999999999893	14999984.909738548	14999984.909738548
