0.98006863026755409	-0.99999999999999989
0.96215933144692778	-1.9999999999999998
0.94549102053854062	-2.9999999999999996
0.9302314972906377	-3.9999999999999996
0.91616100255776889	-5
0.90312773294835691	-5.9999999999999991
0.89100689815023082	-6.9999999999999991
0.87969363116820953	-7.9999999999999991
0.86909897987302709	-9
0.85914696924892409	-10
0.84977231199949421	-11
0.84091858767876604	-11.999999999999998
0.8325367793227848	-12.999999999999998
0.82458408853627252	-13.999999999999998
0.81702296979158606	-14.999999999999998
0.80982033861268887	-15.999999999999998
0.8029469185791912	-17
0.7963766998216909	-18
0.79008648757475464	-19
0.78405552387946575	-20
0.81702296979163214	-14.999999999999998
0.85914696924892286	-10
0.91616100255776978	-5
0.99983988537658242	0
1.4212936135988881	10
2.5032619310090496	20
3.7407403961919479	29.999999999999996
4.9861296061139662	40
6.2323570579762828	49.999999999999993
7.4787419713320444	59.999999999999993
8.7251683016183232	70
9.9716082206029188	80
11.218053355400745	90
12.464500741793143	99.999999999999986
13.710949193224835	109.99999999999999
14.957398186729737	119.99999999999999
16.203847473213543	129.99999999999997
17.45029692619277	140
18.696746477901094	149.99999999999997
19.94319609033381	160
21.189645741320014	169.99999999999997
22.436095417474228	180
23.68254511046775	189.99999999999997
24.928994814978097	199.99999999999997
26.175444527520206	209.99999999999997
